"","number","title","classification","timestamp","geometry","distclean","distdirty"
"2614",28678,"Report 28678: Man recalls a possible up-close nighttime encounter on Gilchrist Island","Class B","1961-03-18T12:00:00Z",c(-82.34611, 28.90854),28.8268729159737,29.7014887058494
"2615",29371,"Report 29371: Man camping with daughter hears unusual howls near the Oklawaha River","Class B","2007-11-24T12:00:00Z",c(-82.92592, 29.28942),17.8141705093108,15.6118933094228
"2616",31122,"Report 31122: Fishermen have possible late afternoon encounter on Black Creek","Class B","2011-11-20T12:00:00Z",c(-81.7624, 30.0809),17.8479820217861,40.9909290976675
"2617",31153,"Report 31153: Ongoing activity on a family farm near Paisley","Class B","2011-07-04T12:00:00Z",c(-81.43248, 28.98491),18.048776163732,11.8609130195993
"2618",31680,"Report 31680: Late night fishermen are intimidated at Bulow Creek State Park","Class B","2007-10-23T12:00:00Z",c(-81.12167, 29.4076),37.5283810527566,25.0498186905794
"2619",31933,"Report 31933: Hunter experiences dusk encounters in Goethe State Forest","Class B","2012-01-08T12:00:00Z",c(-82.61581, 29.32605),36.0493263844222,15.458148634898
"2620",32227,"Report 32227: Man describes possible encounters off Route 41 near Ochopee","Class B","2009-08-16T12:00:00Z",c(-81.69245, 26.1875),13.5222019749928,14.4385003969422
"2621",32302,"Report 32302: Memory told of a possible dusk sighting at a hunting camp near Greenville","Class B","1989-12-15T12:00:00Z",c(-83.48494, 30.55044),35.0163032746348,9.76635215846735
"2622",32308,"Report 32308: Possible nighttime encounter experienced by campers in the West Tract of the Green Swamp Preserve","Class B","2011-12-12T12:00:00Z",c(-82.11937, 28.36168),36.713997140863,8.98338215914808
"2623",33088,"Report 33088: Couple find large footprint on Lake Cosby","Class B","2012-01-17T12:00:00Z",c(-82.15501, 29.94974),17.1039508112512,17.0381439860009
"2624",33784,"Report 33784: Car pulling camper hits something on US 129 South of Live Oak","Class B","2000-07-15T12:00:00Z",c(-82.96643, 30.13156),11.5028307627514,3.76842349139531
"2625",34426,"Report 34426: Possible evidence of activity found at Bulow Creek State Park","Class B","2011-12-05T12:00:00Z",c(-81.13924, 29.41889),28.081843889419,28.6008806024168
"2626",34787,"Report 34787: Memory told of hearing a  loud breathing-growl while camping at Disney's Fort Wilderness","Class B","1983-08-25T12:00:00Z",c(-81.5547, 28.40593),20.924543850868,27.6501362079991
"2627",35218,"Report 35218: Possible incidents at Bear Island Campground in Big Cypress National Preserve","Class B","2012-03-11T12:00:00Z",c(-81.3215, 25.889),14.9682704692292,30.0414691681349
"2628",35330,"Report 35330: Fish stolen from a boat, possible knocks and vocalizations near Punta Gorda","Class B","2012-05-07T12:00:00Z",c(-81.96517, 26.91675),15.6206722696368,14.0284716082473
"2629",35474,"Report 35474: Bowhunter hears a massive crash and possible screams in the Ocala National Forest","Class B","2011-09-18T12:00:00Z",c(-81.78307, 29.47529),33.8426277858118,3.20460152983176
"2630",35574,"Report 35574: Possible sighting and footprints found by father and son while setting turtle lines outside Deltona","Class B","2012-05-28T12:00:00Z",c(-81.32394, 28.91605),34.4095684495766,6.12683386539084
"2631",35769,"Report 35769: Possible sighting at dawn near road kill on US-192 east of Holopaw","Class B","2011-08-26T12:00:00Z",c(-81.00677, 28.13136),21.2321079684637,5.31578165131902
"2632",35940,"Report 35940: Possible early moming sighting from second story apartment in Atlantic Beach","Class B","2012-07-06T12:00:00Z",c(-81.41444, 30.36186),4.07440261623714,1.89639083925229
"2633",36112,"Report 36112: Possible nighttime sighting brings about ongoing investigation of several Cassadaga incidents and legend of the ""Mole Man""","Class B","2012-07-27T12:00:00Z",c(-81.23386, 28.97672),18.7870565087775,9.80704247049027
"2634",36634,"Report 36634: Motorist passes a crouching figure outside Chiefland","Class B","2012-09-29T12:00:00Z",c(-82.71979, 29.4694),16.796258928824,9.09405585787222
"2635",36682,"Report 36682: Woman finds possible footprints during morning bike ride in San Felasco Preserve northwest of Gainesville","Class B","2012-10-09T12:00:00Z",c(-82.44075, 29.74815),16.8859415800541,12.305375855495
"2636",36710,"Report 36710: Small school group observe man-like figure on two separate nights east of Orlando","Class B","2012-10-19T12:00:00Z",c(-81.03185, 28.56308),8.49337245438466,28.5672037585218
"2637",36826,"Report 36826: Car passenger spots a large brown figure at the St. John's River near Christmas","Class B","2012-10-27T12:00:00Z",c(-80.94411, 28.54293),19.6157823002041,13.2283420114918
"2638",36915,"Report 36915: Possible daytime encounter by a father and son hunting in the Richloam Wildlife Management Area","Class B","2012-11-11T12:00:00Z",c(-82.04508, 28.45786),14.1944492211568,1.3457127457225
"2639",38104,"Report 38104: Possible early morning encounter by a hog hunter in his truck near Jupiter","Class B","2012-12-05T12:00:00Z",c(-80.31353, 26.9807),8.59378933945323,41.3690391491137
"2640",38893,"Report 38893: Driver spots a tall biped crossing the road just west of Miami","Class B","2010-11-10T12:00:00Z",c(-80.48021, 25.73951),22.0743361874417,13.8036635931263
"2641",38923,"Report 38923: Possible nighttime activity in the retirement community The Villages","Class B","2013-12-13T12:00:00Z",c(-81.97549, 28.94296),25.8336240555928,11.9978178154904
"2642",39014,"Report 39014: Passenger on I-75 spots a large animal near Myakka State Park","Class B","2012-12-25T12:00:00Z",c(-82.30699, 27.10589),22.7681090568409,15.4674053379421
"2643",39338,"Report 39338: Possible daylight sighting while riding a dirt bike outside Poinciana","Class B","2013-01-22T12:00:00Z",c(-81.35342, 28.11468),78.4745973362514,12.4059500594997
"2644",39382,"Report 39382: Frightening encounter experienced on family property outside Naples","Class B","2010-04-15T12:00:00Z",c(-81.64948, 26.03808),16.4244278629364,16.7186342969993
"2645",40019,"Report 40019: Possible daylight encounter after after initiating calls in Twelve Mile Swamp","Class B","2013-02-23T12:00:00Z",c(-81.4048, 29.96828),37.066371140407,28.0471998100417
"2646",40564,"Report 40564: Brothers see large upright creature while driving one evening south of Crestview","Class B","2013-03-22T12:00:00Z",c(-86.54302, 30.62555),10.9526885079829,12.6132593095084
"2647",40584,"Report 40584: Possible rural encounters experienced by a young man growing up outside Okeechobee","Class B","2009-05-01T12:00:00Z",c(-81.03941, 27.34928),37.9643765781094,15.8765138766827
"2648",40901,"Report 40901: More possible activity from the ""Mole Man"" at Lake Helen","Class B","2013-02-24T12:00:00Z",c(-81.21989, 28.96416),37.497486143523,13.6564322903056
"2649",41265,"Report 41265: Possible sighitng at dusk by father and daughter riding an ATV near Bartow","Class B","2013-05-16T12:00:00Z",c(-81.87347, 27.93531),8.72070369987423,14.8649366825762
"2650",41275,"Report 41275: Possible nighttime road crossing on HWY 528 outside Orlando","Class B","2013-05-23T12:00:00Z",c(-81.01299, 28.45247),38.7589379529548,11.1337105048137
"2651",41309,"Report 41309: Possible daylight sighting by a bicyclist on the General James A. Van Fleet State Trail","Class B","2013-04-29T12:00:00Z",c(-81.95499, 28.525),37.851007498138,12.3537369521979
"2652",42134,"Report 42134: Seasoned hunter hears unknown screams from his stand near Holopaw","Class B","2012-11-18T12:00:00Z",c(-81.02086, 28.12565),19.1453513327413,15.0153394693593
"2653",42293,"Report 42293: Possible nighttime sighting while standing with friends outside a rural home near Wesley Chapel","Class B","2010-12-24T12:00:00Z",c(-82.35606, 28.29324),19.1170107163019,9.0086549995657
"2654",42885,"Report 42885: Possible daytime highway crossing on US-90 outside Caryville","Class B","2003-10-15T12:00:00Z",c(-85.4937, 30.46805),15.9165388672443,13.430493756467
"2655",43381,"Report 43381: Driver sees a large animal possibly stalking wild boar outside Bushnell","Class B","2012-10-15T12:00:00Z",c(-81.7089, 28.69205),34.0701771497082,11.5316482565373
"2656",44404,"Report 44404: Memory told of a possible night encounter while camping near Sanford","Class B","2003-04-15T12:00:00Z",c(-81.306, 28.8555),34.3653501085032,3.24919857503355
"2657",45551,"Report 45551: Recollection of setting up camp and observing a tall bi-pedal animal running near Palm Beach Gardens","Class B","1974-07-19T12:00:00Z",c(-80.18501, 26.83656),37.7454854216461,76.8497212812493
"2658",45566,"Report 45566: Hunters in the Big Cypress National Preserve observe large biped traversing their recent path","Class B","2013-12-15T12:00:00Z",c(-80.79379, 27.45883),22.5553155354786,7.50366680370337
"2659",45883,"Report 45883: Two deputy sheriffs report hearing possible vocalizations while hog hunting near Poinciana","Class B","2013-04-13T12:00:00Z",c(-81.51359, 28.05144),21.748627703,16.0908740414466
"2660",46604,"Report 46604: Driver notices ""Something out of Place"" along Hwy. 42 near Paisley","Class B","2014-08-15T12:00:00Z",c(-81.55172, 29.97454),20.5384427970574,9.5654087712967
"2661",48599,"Report 48599: Family retells documenting a possible mile-long line of tracks north of Yankeetown","Class B","1991-01-11T12:00:00Z",c(-82.74918, 29.07718),28.234868402045,13.7480656792438
"2662",50462,"Report 50462: Possible daylight road crossing by a blueberry farm in Central Florida","Class B","2015-09-26T12:00:00Z",c(-81.45163, 28.20249),21.570322686622,27.5900324422607
"2663",51044,"Report 51044: Vacationer has a possible daytime encounter while taking a walk on Shell Island Beach","Class B","2015-07-14T12:00:00Z",c(-85.8055, 30.1766),13.5783835934179,7.88282780796333
"2664",56165,"Report 56165: Family views something standing in a field in the Chassahowitzka Wildlife Area","Class B","2016-12-22T12:00:00Z",c(-82.63696, 28.55359),18.1327812030505,14.1793605737953
"2665",57991,"Report 57991: Large brown figure seen standing in water near Lake Wales","Class B","2017-08-02T12:00:00Z",c(-81.67247, 27.93991),20.8109046170752,14.1125504524519
"2666",59537,"Report 59537: Possible roadside sighting in the daytime in Myakka City","Class B","2018-06-01T12:00:00Z",c(-82.12901, 27.40743),28.0654686065457,13.3378432660232
"2667",62240,"Report 62240: Possible daylight sighting by motorist on Highway 301 near Dead River Road","Class B","2018-11-20T12:00:00Z",c(-82.23728, 28.12479),22.8547179339518,11.8140048827017
"2668",63827,"Report 63827: Multiple vocalizations and strange activity observed on rural north Florida property.","Class B","2017-12-15T12:00:00Z",c(-83.41369, 30.5931),11.2239101503041,9.3154265080081
"2669",65655,"Report 65655: Possible camp stalking at Bear Island Campground in Big Cypress National Preserve","Class B","2013-05-15T12:00:00Z",c(-81.24751, 26.18326),32.2855304407981,13.183523387384
"2670",67296,"Report 67296: Vocalizations heard and nests found in remote part of Ochlockonee River bottom","Class B","2007-01-18T12:00:00Z",c(-84.7025, 30.2386),28.0736670501023,11.0687710234696
"2671",67590,"Report 67590: Possible sighting with video last THURSDAY on Eglin AFB just south Crestview","Class B","2021-01-28T12:00:00Z",c(-86.55637, 30.68441),9.65358189425044,9.72257428919934
"2672",1865,"Report 1865: Loud howling vocalizations heard by residents near Lake Alatoona","Class B","1999-05-08T12:00:00Z",c(-84.68864, 34.0474),11.8895241592589,10.6571458022118
"2673",2093,"Report 2093: Resident near Red Top Mountain State Park hears loud characteristic scream while working outside.","Class B","1999-05-20T12:00:00Z",c(-84.7038, 34.1226),15.2893768391652,23.9158065830948
"2674",2094,"Report 2094: Second report of scream by resident near Red Top Mountain State Park","Class B","1999-06-16T12:00:00Z",c(-84.6971, 34.1088),5.28969146264696,3.84016052008246
"2675",2100,"Report 2100: Witness recounts he and his friend's encounters with a strange creature along with strange sounds and footprint finds","Class B","1974-04-30T12:00:00Z",c(-84.20175, 33.97005),6.27108345543257,3.21504994129173
"2676",2278,"Report 2278: Hunting party shadowed by footsteps after loud vocalization heard from treeline","Class B","1986-06-15T12:00:00Z",c(-84.43484, 32.0321),5.87029252044564,7.28174658180302
"2677",2589,"Report 2589: Couple hear loud, reverberating screams, witness a large, bulky man-like figure in the moonlight near Pidgeon Mountain","Class B","1998-08-04T12:00:00Z",c(-85.4034, 34.66005),6.04974234761284,25.3185982274394
"2678",3094,"Report 3094: Teenager hears vocalization and has encounter with smelly creature outside window","Class B","1987-09-01T12:00:00Z",c(-84.57616, 34.36725),34.1895622883374,26.2577534863533
"2679",4109,"Report 4109: Night time harassment of Army patrol on the west edge of Ft. Stewart, 5 miles NE of Glennville","Class B","1995-06-15T12:00:00Z",c(-81.88995, 31.9621),12.0278664713448,14.891910916417
"2680",4236,"Report 4236: Man recalls a possible encounter as a teen at Fort Gordon","Class B","1965-06-15T12:00:00Z",c(-82.13665, 33.4119),7.24274003968801,16.7733960160875
"2681",7004,"Report 7004: Possible vocalizations, etc., heard near Canton","Class B","2003-10-02T12:00:00Z",c(-84.50055, 34.1962),12.1619739541943,14.3655204807379
"2682",7088,"Report 7088: Deer hunter hears strange screams and possible stalking near Pigeon Mountain","Class B","2003-10-07T12:00:00Z",c(-85.3297, 34.77525),12.5708958357191,17.0220693222798
"2683",7356,"Report 7356: Two servicemen from Hunter Army Airfield describe tent stalking incident on uninhabited Little Tybee Island","Class B","1976-01-02T12:00:00Z",c(-80.89485, 31.98125),38.8700678857781,7.93427737257779
"2684",7464,"Report 7464: Deer hunter describes possible stalking on Pigeon Mountain.","Class B","1974-11-01T12:00:00Z",c(-85.39171, 34.66029),25.6776972551707,11.4281571375353
"2685",7575,"Report 7575: Military man and wife experience loud howling and shaking of mobile home near the Ohoopee River","Class B","1982-11-23T12:00:00Z",c(-82.2464, 32.34705),40.2241550520642,8.17105922647119
"2686",8880,"Report 8880: Possible vocalization and camp stalking in Raven Cliffs Wilderness Area","Class B","2005-06-15T12:00:00Z",c(-83.8329, 34.7064),16.9725457386333,3.52730227936309
"2687",9001,"Report 9001: Possible howls heard near Thomaston","Class B","2004-07-15T12:00:00Z",c(-84.25755, 32.80865),7.28348648690995,6.83727835947901
"2688",11030,"Report 11030: Cavers hears possilble vocalization on Pigeon Mountain","Class B","2007-01-16T12:00:00Z",c(-85.34145, 34.69895),10.2824744135349,7.10370458598891
"2689",13178,"Report 13178: Vacationer hears possible vocalizations late at night southeast of Helen","Class B","2005-11-25T12:00:00Z",c(-83.76585, 34.66255),27.8812727977939,3.61636986839012
"2690",14887,"Report 14887: Possible sighting, vocalizations, stalking, etc., near Sweetwater Creek","Class B","2006-07-05T12:00:00Z",c(-84.80283, 33.81283),21.0082597501506,4.98539103599708
"2691",15329,"Report 15329: Man describes his father's sighting near Lakeland","Class B","2006-07-26T12:00:00Z",c(-83.07575, 31.0614),30.8544103353556,7.93521152537851
"2692",17249,"Report 17249: Possible vocalizations and an approach to a residence outside Gainesville","Class B","2006-12-31T12:00:00Z",c(-83.77232, 34.37537),29.6002461757888,1.57804732606473
"2693",17308,"Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA","Class B","1984-10-01T12:00:00Z",c(-85.3582, 33.9844),28.1186249814958,25.1656634087004
"2694",17477,"Report 17477: Witness and family hear Mississippi type howl from wooded area near home","Class B","2003-08-12T12:00:00Z",c(-82.77173, 31.2137),13.6921884118245,19.4100902102721
"2695",17957,"Report 17957: Mother and son experience multiple incidents in the Sautee-Nacoochee Valley","Class B","2007-02-15T12:00:00Z",c(-83.62215, 34.71425),4.82760151887043,4.75620916539633
"2696",18001,"Report 18001: Possible vocalizations near Plunketts Road outside Buford","Class B","1999-08-13T12:00:00Z",c(-83.59509, 34.4447),37.5532626666725,8.72360491471846
"2697",18361,"Report 18361: A group of four-wheelers experience a barrage of rocks and limbs on a late-night ride near Meldrim","Class B","2007-03-24T12:00:00Z",c(-81.34159, 32.13781),14.2041439112746,14.8815027852768
"2698",18377,"Report 18377: Possible sighting by multiple witnesses on farm near Buchannan","Class B","2006-12-18T12:00:00Z",c(-85.15337, 33.81461),12.4416280410966,23.0194445640419
"2699",18439,"Report 18439: Possible scream at Ft. Stewart","Class B","1987-09-19T12:00:00Z",c(-81.47213, 31.55762),35.7633926270607,74.8086359950059
"2700",19129,"Report 19129: Camper reports possible knocks in daylight near Conasauga River","Class B","2005-04-21T12:00:00Z",c(-84.6216, 34.8983),35.7106073496377,7.94012744293188
"2701",21145,"Report 21145: Man remembers unknown screaming animal passing underneath his deer stand before dawn on Clark Hill Lake","Class B","1979-10-15T12:00:00Z",c(-82.4975, 33.89761),30.372491767751,7.97074859282992
"2702",22813,"Report 22813: Cyclist hears loud wood knocks in Chattahoochee National Forrest","Class B","2005-08-15T12:00:00Z",c(-85.10299, 34.4826),33.3574699568193,15.1314246150222
"2703",23701,"Report 23701: Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter)","Class B","2005-07-03T12:00:00Z",c(-84.0354, 34.6527),34.4452909154503,17.2514143194116
"2704",23978,"Report 23978: Possible encounters near the Upper Chattahoochee River Recreation Area","Class B","1990-10-20T12:00:00Z",c(-83.78375, 34.78035),29.3940938388139,7.34217376020208
"2705",24393,"Report 24393: Man remembers a late night ""camp-circling"" along with several other young Marines outside of Albany","Class B","1977-07-30T12:00:00Z",c(-84.02254, 31.30062),34.2692697820073,19.214530214866
"2706",25574,"Report 25574: Witness spots sasquatch approaching camp near Warwoman Dell","Class B","2009-02-22T12:00:00Z",c(-83.18237, 34.94325),38.3816974096691,12.1736104355035
"2707",25693,"Report 25693: Husband and wife hear characteristic vocalizations in the Sautee-Nacoochee Valley","Class B","2009-03-15T12:00:00Z",c(-83.6746, 34.70107),37.9139577330684,27.7177036182094
"2708",26019,"Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram","Class B","2006-06-21T12:00:00Z",c(-84.79601, 33.796),36.898583470834,26.8685760137768
"2709",26396,"Report 26396: Possible daylight sighting of a juvenile sasquatch on all fours by a deer hunter near Axson","Class B","2007-11-15T12:00:00Z",c(-82.74675, 31.30952),35.6332641849564,14.6926594374504
"2710",28982,"Report 28982: Wildlife enthusiast records moaning howls near Bainbridge","Class B","2011-03-11T12:00:00Z",c(-84.78122, 30.79456),33.6714064476671,8.23266116161718
"2711",29530,"Report 29530: Possible wood knock responses and strange tracks found near Rome","Class B","2011-06-20T12:00:00Z",c(-85.19659, 34.17769),36.240232400251,13.2941503903108
"2712",30483,"Report 30483: Possible road crossing observed at dusk by a truck driver on I-75 south of Cordele","Class B","2011-08-25T12:00:00Z",c(-83.57655, 31.85605),38.1778307734345,13.4630667124916
"2713",30730,"Report 30730: Hunter hears possible vocalizations as well as bipedal movement near Pigeon Mountain WMA","Class B","2011-09-28T12:00:00Z",c(-85.42266, 34.62689),35.9627045711206,10.9306418608287
"2714",32254,"Report 32254: Marine veteran hears strange howls late at night near Acworth","Class B","2011-08-27T12:00:00Z",c(-84.79704, 34.06787),33.7364637442412,8.23187112827332
"2715",35352,"Report 35352: Golfers watch large animal jump from a tree outside Tallulah Falls","Class B","2012-05-09T12:00:00Z",c(-83.45181, 34.70157),35.0457952064581,8.31737399573929
"2716",35631,"Report 35631: Woman sees a tall figure at night outside her home in a subdivision south of Leesburg","Class B","2012-05-30T12:00:00Z",c(-84.16016, 31.62608),37.8260857748195,29.4932218976835
"2717",41169,"Report 41169: Motorist sees a tall man-like figure standing in a field at dawn near Cedartown","Class B","2013-05-10T12:00:00Z",c(-85.35133, 33.95003),36.2992722979098,11.5731424395365
"2718",43553,"Report 43553: Teenage girl startles a gorilla-like animal while walking home in the dark north of Swainsboro","Class B","2006-09-25T12:00:00Z",c(-82.24796, 32.74985),39.5339560229191,11.0641026985517
"2719",43611,"Report 43611: Couple spot possible footprints on Benton MacKaye Trail near Blue Ridge","Class B","2014-01-05T12:00:00Z",c(-84.3453, 34.81182),35.5176402442561,8.30830232179836
"2720",44571,"Report 44571: Deer hunter sees and hears a large hairy biped from his tree stand near Shellman","Class B","2011-11-24T12:00:00Z",c(-84.60457, 31.71434),35.5173592519841,13.9249252408227
"2721",47523,"Report 47523: Hunter north of Macon hears two large animals as he dresses his deer","Class B","2013-11-05T12:00:00Z",c(-83.69681, 33.09184),36.3438899105159,5.54426076368167
"2722",47841,"Report 47841: Teen looking out his back window spots a figure behind a tree south of Rockmart","Class B","2015-01-30T12:00:00Z",c(-85.01929, 33.91604),36.5407592479097,14.0789377924508
"2723",49544,"Report 49544: Man and wife recall possible daytime sighting while fishing the Ohoopee River","Class B","1986-09-12T12:00:00Z",c(-82.30919, 32.39858),39.4311198351315,12.5911257390473
"2724",2509,"Report 2509: Campers get visited in the middle of the night and hear vocalizations.","Class B","1999-12-12T12:00:00Z",c(-96.01464, 41.48453),25.4806147781112,15.5710052205534
"2725",3049,"Report 3049: Atv riders hear daytime vocalization and find tracks near Keokuk","Class B","1985-02-15T12:00:00Z",c(-91.4261, 40.4415),29.9461829170263,8.08925837886267
"2726",5072,"Report 5072: Witness reports seeing footprints as a child","Class B","1977-09-01T12:00:00Z",c(-94.3841, 42.9074),27.3028163369642,18.0114982611109
"2727",6394,"Report 6394: Possible tracks found in snow near Albia, Iowa","Class B","1976-01-14T12:00:00Z",c(-92.73979, 41.02174),28.685177870456,3.7970983876771
"2728",16714,"Report 16714: Two men remember hearing bone-chilling scream while parking at lookout point in Stone State Park","Class B","1970-06-01T12:00:00Z",c(-96.47562, 42.55576),24.2686451050321,12.3390213427159
"2729",22945,"Report 22945: Man recalls observing possible tracks and being screamed at on his paper route in Eldridge","Class B","1981-02-04T12:00:00Z",c(-90.59601, 41.65225),29.2091796984201,14.4234881719576
"2730",23448,"Report 23448: Possible nighttime encounter by campers at Volga River State Recreation Area","Class B","2006-10-07T12:00:00Z",c(-91.75641, 45.8618),18.8538293628668,12.3798046011276
"2731",24056,"Report 24056: Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert","Class B","2008-05-28T12:00:00Z",c(-93.85965, 40.8348),26.8834609580407,3.97788601426688
"2732",27141,"Report 27141: Campers hear loud scream at close range near Wapsipinicon River","Class B","1989-07-04T12:00:00Z",c(-90.55585, 41.76392),27.8811985278054,5.41236057103553
"2733",27978,"Report 27978: Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir","Class B","1973-07-01T12:00:00Z",c(-91.59415, 41.76292),19.6273506835971,8.41087116955788
"2734",28427,"Report 28427: Hunter experiences eerie silence, foul odor and possible wood knocking in the Cardinal Marsh Wildlife Management Area","Class B","2010-10-24T12:00:00Z",c(-92.06343, 43.32922),8.6628163693628,4.3458618341245
"2735",33490,"Report 33490: Large log tossed into Des Moines River as woman watches eagles from bridge at Frank Gotch State Park","Class B","2011-02-15T12:00:00Z",c(-94.20245, 42.6766),19.2566285042969,6.20113436175188
"2736",35883,"Report 35883: Possible encounter while volunteering at Macbride Raptor Project outside North Liberty","Class B","2010-04-15T12:00:00Z",c(-91.57033, 41.7822),13.6287694232788,5.31623480340174
"2737",36514,"Report 36514: Father and son are approached by three large bipeds while fishing at dusk west of Asbury","Class B","2012-09-21T12:00:00Z",c(-90.84215, 42.50969),14.4318485181421,12.6580534495079
"2738",39831,"Report 39831: Photographer spooked off Big Spirit Lake before he gets his photo","Class B","2013-02-04T12:00:00Z",c(-95.12505, 43.47104),6.99367181286769,17.2199349604492
"2739",41700,"Report 41700: Motorist observes a dark shaggy figure running on the road in daylight near Ogden","Class B","2013-07-23T12:00:00Z",c(-94.01338, 42.10722),25.3897565821888,8.326767618518
"2740",44740,"Report 44740: Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park","Class B","1970-09-27T12:00:00Z",c(-91.17154, 43.00499),28.3687887210875,12.0605312014728
"2741",48388,"Report 48388: Strange, large animal seen at night on a rural road near Auburn","Class B","2013-07-31T12:00:00Z",c(-94.91264, 42.23576),17.300881214759,11.9694897337856
"2742",56106,"Report 56106: Family finds strange prints on a trail in Waubonsie State Park","Class B","2013-06-30T12:00:00Z",c(-95.68422, 40.66972),6.28920404747692,6.28121137415388
"2743",57358,"Report 57358: Possible howl heard while fishing at night near Otterville","Class B","2013-08-15T12:00:00Z",c(-91.96428, 42.51633),18.6024866849381,9.96055458552886
"2744",57939,"Report 57939: Possible knocks heard in a neighborhood near Protivin","Class B","2017-06-15T12:00:00Z",c(-92.15997, 43.19481),15.6234326517894,16.33229000015
"2745",9954,"Report 9954: Elk hunters find footprints on Stanley Butte.","Class B","1974-09-14T12:00:00Z",c(-115.2088, 46.2404),38.0179743692375,33.8814117180793
"2746",10960,"Report 10960: Possible stalking outside a campers' tent in the White Knob mountains","Class B","2004-08-01T12:00:00Z",c(-113.8441, 43.79615),3.26334856129407,19.9565440658572
"2747",13717,"Report 13717: Possible vocalizations heard by staff at Redfish Lake near Stanley","Class B","2001-09-01T12:00:00Z",c(-114.9221, 44.14765),17.1197389382111,26.4129226633953
"2748",13768,"Report 13768: Possible sighting at night by bowhunters near Crooked Creek outside Dubois","Class B","1997-08-19T12:00:00Z",c(-112.6467, 44.2548),12.0114352035883,22.5397022109876
"2749",13828,"Report 13828: Possible tracks found outside Clark Fork, near Spring Creek Road","Class B","2006-02-10T12:00:00Z",c(-116.1842, 48.15585),15.1593977440563,16.99080699062
"2750",15120,"Report 15120: Man describes daylight sighting by father (elk hunter) near Clarkia","Class B","1972-10-01T12:00:00Z",c(-116.322, 47.0615),14.0533286693936,25.4289002044917
"2751",15206,"Report 15206: Possible tracks found on Buckles Mountain","Class B","2005-10-06T12:00:00Z",c(-116.6079, 47.85001),41.1452292670742,13.0554720018887
"2752",15416,"Report 15416: Possible vocalizations heard by campers near Lowman","Class B","2004-06-19T12:00:00Z",c(-115.3106, 44.14555),39.9011986530793,20.6896194910032
"2753",15621,"Report 15621: Members of a Boy Scout troop hear possible vocalizations at Loon Lake","Class B","2006-06-27T12:00:00Z",c(-115.8405, 45.16792),11.1992938953489,14.6722300412855
"2754",18050,"Report 18050: Series of loud vocalizations from two sources heard in the Yellowjacket Mountains.","Class B","2000-08-01T12:00:00Z",c(-114.655, 44.9625),9.25116052233449,10.8440333160683
"2755",18958,"Report 18958: Screaming and eyeshine witnessed by hunter in the Big Hole Mountains","Class B","2008-04-12T12:00:00Z",c(-111.4418, 43.61015),40.3898129094763,36.0139136943279
"2756",20221,"Report 20221: Winter hikers find trail of footprints near Clark Fork","Class B","2000-12-31T12:00:00Z",c(-116.0969, 48.25206),32.2924941645826,26.0202708860919
"2757",24224,"Report 24224: Man tells of his possible daylight encounter as a young motorcycle explorer in the Coeur d'Alene National Forest","Class B","1981-08-01T12:00:00Z",c(-116.211, 47.6835),42.1604901424307,41.5602459687139
"2758",24693,"Report 24693: Rock banging, footprints and strange stripped tree on high mountain ranch near Sandpoint","Class B","2008-08-19T12:00:00Z",c(-116.71, 48.33),42.5848457088904,21.3917175303901
"2759",25056,"Report 25056: Fish & Game employee recalls following possible tracks while hiking near Little Payette Lake","Class B","1979-10-20T12:00:00Z",c(-116.4873, 44.9166),19.9588452764683,36.8977947387103
"2760",28386,"Report 28386: Camper and his three dogs hear possible vocalizations and cut camping trip short in Beaver Creek","Class B","2003-06-21T12:00:00Z",c(-111.5212, 42.35635),40.9567580641156,20.4544673035623
"2761",29020,"Report 29020: Couple describes incidents at two different campgrounds in Boise National Forest","Class B","2009-11-01T12:00:00Z",c(-115.8596, 44.35978),38.5483243889329,37.1256445369289
"2762",30868,"Report 30868: Tracks found during a nature ride near Mica Peak.","Class B","2010-06-15T12:00:00Z",c(-116.9945, 47.61947),21.3589885544915,33.7707431239957
"2763",42647,"Report 42647: Hunter finds possible footprints and knuckle prints near Priest Lake","Class B","2013-11-02T12:00:00Z",c(-116.8415, 48.74915),17.79439312993,26.3965180467519
"2764",56257,"Report 56257: River rafter has rocks thrown toward him while hiking near Sheepeater Hot Springs","Class B","2013-06-06T12:00:00Z",c(-115.2019, 44.62801),13.5121794763132,22.9288382074212
"2765",56270,"Report 56270: Hunter finds broken turtle shells and hears possible vocalizations near Coolin","Class B","2014-10-24T12:00:00Z",c(-116.9137, 48.43676),16.2551712322448,29.9800590293548
"2766",57765,"Report 57765: Cabin owners have a strange night near Warm Lake","Class B","2017-06-25T12:00:00Z",c(-115.6803, 44.64824),38.7264004226781,35.8749551191022
"2767",57784,"Report 57784: Traveler sleeping at rest stop near Malad City awakened by possible wood knocks","Class B","2017-06-17T12:00:00Z",c(-112.2149, 42.10072),16.236083068536,8.07603190325547
"2768",58026,"Report 58026: Hikers find footprints, possible nest and hear wood knocks mid-day near Coolin","Class B","2017-08-05T12:00:00Z",c(-116.7338, 48.75694),17.0960861147691,27.6285480551476
